782;Add a default case to this switch.;jedit-4.2/src/bsh/BSHEnhancedForStatement.java;BSHEnhancedForStatement.java;82;60;MAJOR;
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;jedit-4.2/src/bsh/BSHEnhancedForStatement.java;BSHEnhancedForStatement.java;82;20;MINOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;53;1;MAJOR;
673;Make hasExpression a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;43;10;MAJOR;
423;1 duplicated blocks of code.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;N;60;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;N;2;MINOR;
734;"The Cyclomatic Complexity of this method ""eval"" is 16 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;55;10;MAJOR;
763;"Remove this unused ""parsed"" private field.";jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;51;5;MAJOR;
673;Make hasForInit a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;42;10;MAJOR;
673;Make hasForUpdate a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;44;10;MAJOR;
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;115;20;MINOR;
782;Add a default case to this switch.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;115;60;MAJOR;
709;Reduce the total number of break and continue statement in this loop to use at most one.;jedit-4.2/src/bsh/BSHForStatement.java;BSHForStatement.java;96;30;MAJOR;
673;Make text a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHFormalComment.java;BSHFormalComment.java;7;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHFormalComment.java;BSHFormalComment.java;N;2;MINOR;
673;Make name a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHFormalParameter.java;BSHFormalParameter.java;43;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHFormalParameter.java;BSHFormalParameter.java;47;1;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHFormalParameter.java;BSHFormalParameter.java;N;2;MINOR;
673;Make type a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHFormalParameter.java;BSHFormalParameter.java;45;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHFormalParameters.java;BSHFormalParameters.java;47;1;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHFormalParameters.java;BSHFormalParameters.java;N;2;MINOR;
751;"Rename ""paramTypes"" which hides the field declared at line 43.";jedit-4.2/src/bsh/BSHFormalParameters.java;BSHFormalParameters.java;102;30;MAJOR;
751;"Rename ""paramNames"" which hides the field declared at line 38.";jedit-4.2/src/bsh/BSHFormalParameters.java;BSHFormalParameters.java;55;30;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHIfStatement.java;BSHIfStatement.java;N;2;MINOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHIfStatement.java;BSHIfStatement.java;39;1;MAJOR;
673;Make importPackage a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;39;10;MAJOR;
